id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
n9eFxUIi62cC,Works of Ralph Waldo Emerson,Ralph Waldo Emerson,,1889,,,,650,en,
ubDOAAAAMAAJ,General Information and Announcements,University of Oklahoma,,1919,,,,494,en,
iNlzV1EwgWUC,National Union Catalog,,,1956,Union catalogs,,,632,en,Includes entries for maps and atlases.
aUPQAAAAMAAJ,Catalogue of the Library of the State Historical Society of Wisconsin: First [to fifth] supplements. [Additions from 1873-1887,State Historical Society of Wisconsin. Library,,1875,American literature,,,390,en,"Includes titles on all subjects, some in foreign languages, later incorporated into Memorial Library."
9Bj0L_2W9SsC,Report of the Director General on the Activities of the Organisation in ...,Unesco,,1971,,,,988,en,
Yh5d8jMLSqsC,Phoebe,,,2003,Women's studies,,,780,en,
Rrsr9b7Hr2YC,A classified catalogue of ... educational works in use in Great Britain [by W. Low].,Walter Low,,1871,,,,224,en,
5whYAAAAMAAJ,Medical News and Abstract,,,1897,Medicine,5,1,886,en,
37oza7GCEmgC,Imperial Bible Dictionary,Patrick Fairbairn,,1887,,,,400,en,
rzmR01ZFMTwC,The Builder,,,1877,Architecture,,,1328,en,
TZu6f6wtdxoC,CCHE.,Wisconsin. Coordinating Council for Higher Education,,1968,,,,662,en,
OF3Dk3ka_kMC,Catalog Number,Arkansas State Normal School,,1929,,,,500,en,
ieZquAySWt8C,Education Code,California Code Commission,,1961,Educational law and legislation,,,1376,en,
PlnIUbpCi6gC,Access Register,Canada,,1985,Freedom of information,,,1082,en,
PDR_ahkTf44C,Subject Index of the Modern Books Acquired by the British Museum in the Years 1916-1920,British Museum. Department of Printed Books,,1922,Best books,,,1040,en,
CJuehTszKuAC,Daily Report,,,1995,China,,,1042,en,
2RSVDgdJr-QC,Publishers' circular and booksellers' record,,,1897,,,,896,en,
e9oZAAAAMAAJ,Men of Science and Industry,Carnegie Library of Pittsburgh,,1915,Biography,,,210,en,
sE7rCQAAQBAJ,McGraw-Hill Education Preparation for the GED Test 2nd Edition,"McGraw Hill Editores, México",McGraw Hill Professional,2015-05-29,Study Aids,,,993,en,"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. This new edition of the bestselling GED practice/review guide is now bigger and better than ever! Covering all four test subject areas—Reasoning Through Language Arts (RLA), Social Studies, Science, and Mathematical Reasoning—McGraw-Hill Preparation for the GED Test gives you intensive review and practice in a"
Ha3tgidQUygC,"UNDOC, Current Index",,,1995,,,,1088,en,
PkYN4ynTwW4C,Transactions of the Connecticut Academy of Arts and Sciences,,,1882,Comets,,,762,en,"Vol. 15, ""To the University of Leipzig on the occasion of the five hundredth anniversary of its foundation, from Yale University and the Connecticut Academy of Arts and Sciences, 1909."""
9h4ouWprrrwC,Sciences Pertaining to Civil Engineering,International library of technology,,1906,,,,334,en,
MEk7Z34aN6UC,The Critic,,,1893,Books,,,422,en,
p2UDAAAAMAAJ,The Practical Application of Sociology,Herbert Newhard Shenton,,1923,Social Science,,,274,en,"Hopes to hasten the development of applied sociology by making clear distinctions between general sociology, social arts, social work, and social economy. Also looks at observational sociology when men are attempting to influence the behavior of others."
qfHJq7rx0bwC,"Philippine Holdings in the Library of Congress, 1960-1987",Library of Congress,,1993,Philippines,,,724,en,
5IOKb1fX3hMC,Economic Journal of Hokkaido University,,,2000,Economics,,,1168,en,
x7rPAAAAMAAJ,Annual Catalog ...,University of Idaho,,1929,,,,282,en,
wQgRuu00E8cC,Philippine Journal of Public Administration,,,1971,Philippines,,,1026,en,
n6Ldxv31DBsC,Catalogue ...,Illinois State University,,1955,College catalogs,,,178,en,
Er_NAAAAMAAJ,The Lincoln Library of Essential Information,,,1929,Encyclopedias and dictionaries,,,1162,en,
qWOLouOLH-sC,CSE Report,,,2002,Education,,,44,en,
c5zYSxQ17GMC,Research EU,,,2008-06,Research,,,44,en,
X39YAAAAMAAJ,"Essays in Honor of John Dewey, on the Occasion of His Seventieth Birthday, October 20, 1929",John Dewey,"New York, Holt",1929,Philosophy,,,454,en,
AxuGmmqe7OoC,The Joys of Research,Walter Shropshire,Smithsonian Books (DC),1981,Reference,,,188,en,"A collection of essays celebrating the centennial of Albert Einstein's birth covers such topics as astrophysics, mathematics, chemistry, and various branches of biology."
7FrhebPWuY8C,An Overview of Higher Agricultural Education in Asia,M. C. Chakrabandhu,,1975,Agricultural colleges,,,140,en,
CbPOAAAAMAAJ,Annual Report,Ohio State University,,1915,,,,192,en,
0IqRjW0HKy0C,Yale Historical Publications,,,1977,,,,280,en,
O5Ro-paupGoC,Tin,V. G. Kumar Das,,2011,Tin industry,,,44,en,
z-z5dzStj-QC,Cultural Register,United Arab Republic. Wizārat al-Thaqāfah,,1960,,,,614,en,
5E5LAAAAMAAJ,Transactions of the American Society for Steel Treating,American Society for Steel Treating,,1923,Metallurgy,,,1170,en,
aYVLvUF22voC,"Engineering Society of Detroit v. City of Detroit, 308 MICH 539 (1944)",,,1944,,,,250,en,63
LfL7FkdgD3gC,Columbia Alumni News,,,1916,,,,1276,en,
J3M84wSwdEoC,The Johns Hopkins University circular,,,1889,,,,104,en,
LY7pAAAAMAAJ,The Geographical Magazine,Sir Clements Robert Markham,,1874,Geography,,,432,en,
TM1haUB2b9QC,The General Catalogue Issue,University of North Carolina (1793-1962),,1960,College catalogs,,,440,en,
-YiI1tcvMVsC,California Public Education,Janice Lowen Agee,,1993,Education,,,40,en,"This document examines the accomplishments of California's educational reform movement (1983-1993) in the context of the five major recommendations outlined in the 1983 report, ""A Nation at Risk."" A more comprehensive view of the state's systemic reforms is also provided. The five goals included the following: (1) strengthen graduation requirements and provide a stronger curriculum; (2) adopt more rigorous and measurable standards and expectations; (3) devote more time to study the core curricul"
T_s73hfdXQkC,Annual Report of the University of Mysore,University of Mysore,,1965,Universities and colleges,,,274,en,
AlnIqIqDl2cC,The Sind University Journal of Education,University of Sind. Institute of Education and Research,,2008,Education,,,118,en,
7nR6m9IlTNQC,Public Accounts of the Province of Alberta for the Year Ending,Alberta. Treasury Department,,1994,"Finance, Public",,,348,en,
ZG4bAAAAMAAJ,Annals of the New York Academy of Sciences,New York Academy of Sciences,,1927,Science,,,594,en,Records of meetings 1808-1916 in v. 11-27.
RBzIAAAAMAAJ,Journal of the National Institute of Social Sciences,National Institute of Social Sciences,,1918,Social sciences,,,264,en,"List of members in v. 2-4, 6-7, 9."
fBiLbJ2DQdwC,Monographic Series,Library of Congress,,1982,Monographic series,,,882,en,
-lgFxRa8kewC,Catalogue of Economic and Social Projects of the United Nations and the Specialized Agencies,United Nations,,1952,Economics,,,498,en,
3uJCDenPfPkC,Manuscrito,,,1987,Philosophy,,,934,en,
Z0M0JbUDDiQC,Machinery Market,,,1928,Machine-tools,,,720,en,
TNaNDtP5EgMC,Transactions and Proceedings,National Association of State Universities,,1927,Universities and colleges,,,856,en,No. 1 includes proceedings of the 6th-7th meetings held 1901 and 1903; no. 2- contains proceedings of the 8th- meetings held 1904-
2P7i49O1Gl8C,The Annual Report of the California State Department of Education,California. State Department of Education,,1985,Education,,,166,en,
lOEXfgMcfuMC,"Annual Report of the Faculty of Engineering, Kyushu University",Kyūshū Daigaku. Kōgaku Kenkyūin,,2009,Engineering,,,280,en,
1Zzd7Rz3x5wC,Marketing Wyoming Cattle,"Andrew Vanvig, Willis Gordon Kearl, Alan Collins",,1987,Agricultural credit,,,796,en,
m6nOAAAAMAAJ,Ohio State University Bulletin,,,1926,,,,52,en,
mIhV1K135WAC,The University correspondent and University correspondence college magazine (and The Educational review).,,,1891,,,,422,en,
VD-VRsrEjKgC,The Keystone,,,1927,,,,1478,en,
6UFXCmR0rHcC,China Yearbook,,,1974,China,,,854,en,
O6-sqAStO08C,Special Circular,,,2001,Agriculture,,,68,en,
kEbv6u9XAaUC,Cornell University Announcements,Cornell University,,1956,,,,120,en,
3X_VCiZpv3IC,The Search for Solutions Teaching Guide (abridged),Illinois State Board of Education (1973- ),,1980,Science,,,50,en,
ANfue2LEP7gC,Dionysius,,,1999,Classical antiquities,,,230,en,
sr2R3m7jYLwC,Films and Other Materials for Projection,Library of Congress,,1977,Filmstrips,,,726,en,
6xflwS78gQAC,Classified Catalogue,Carnegie Library of Pittsburgh,,1920,,,,1132,en,
-zd3Ycc2llQC,The Inlander,,,1898,,,,628,en,
QFVfxvHr8uQC,Report of Proceedings of the ... Conference,Association of Special Libraries and Information Bureaux (Great Britain). Conference,,1925,,,,1134,en,
qgLccEIGqO4C,The American Educator Encyclopedia,Everett Edgar Sentman,,1961,Encyclopedias and dictionaries,,,530,en,
vVKBxf51CgoC,Know Your Friends and Foes,University of South Carolina. Extension Division,,1942,History,,,128,en,
MuqkluVi7PMC,The Stationery Office Annual Catalogue,Great Britain. Her Majesty's Stationery Office,,2001,Government publications,,,748,en,
2wZ7xh-BJ6sC,"From the Center, and Margins",,,2002,Women,,,108,en,
gt3LIgQQtjcC,Organon,,,2002,Engineering,,,302,en,
DBDcJMNFDo8C,"A Catalog of Books Represented by Library of Congress Printed Cards Issued to July 31, 1942",,,1942,American literature,,,600,en,
6TsX6LajNdgC,Graduate Bulletin,University of Georgia. Graduate School,,1966,,,,144,en,"The Graduate School ... offers over 240 graduate degrees including the Master of Arts, Master of Sciences, and Doctor of Philosophy."
Bt-w9tV8FjkC,Energy and Technology Review,,,1979,Military research,,,448,en,
Sj8bAAAAMAAJ,The Booklist,,,1927,Books,,,548,en,
yL5JTx-fxMkC,Sessional Papers,Canada. Parliament,,1905,Canada,,,1320,en,"""Report of the Dominion fishery commission on the fisheries of the province of Ontario, 1893"", issued as vol. 26, no. 7, supplement."
dnXjvSjoAwsC,New York State Contract Reporter,,,1996-06-24,Letting of contracts,,,486,en,
sxUAPFbIX3wC,The Law Reports,Great Britain. High Court of Justice. King's Bench Division,,1960,"Law reports, digests, etc",,,1342,en,
2uIfcAgIEucC,Certification Requirements for Librarians,American Library Association. Board of Education for Librarianship,,1933,Librarians,,,64,en,
ZVxQdWoHz8IC,Directory of Delaware Schools,,,1969,Education,,,188,en,
fu_LCY79dQIC,Announcements and General Information,Virginia Junior College,,1922,,,,1022,en,
O_4v4a58EPAC,Proceedings,Chicago (Ill.). Board of Education,,1962-07,,,,798,en,
K3dEb8Lwe3oC,The Public Schools Year Book,,,1915,Education,,,826,en,
aFg4AAAAMAAJ,The Melbourne University Calendar,University of Melbourne,,1922,,,,1024,en,
SSTLZJEc5ZQC,A Layman's Confession of Faith,Philip Whitwell Wilson,New York ; Chicago : Fleming H. Revell Company,1924,Literary Collections,,,216,en,
36wfHM4AcJEC,The New Zealand University Calendar,University of New Zealand,,1918,,,,280,en,
1VeRfglFKCcC,Abstracts and Index of Reports and Articles,India. Parliament. Lok Sabha,,1968,Economics,,,398,en,
Adg4AAAAMAAJ,Catalogue ...,West Virginia University,,1916,,,,1096,en,
_GTYQDeEWTEC,Annual Report of the New York Agricultural Experiment Station,New York State Agricultural Experiment Station,,1965,Agriculture,,,742,en,
fMlL2s8SMs4C,Journal of Industrial and Engineering Chemistry,,,1922,"Chemistry, Technical",,,1214,en,
70DD-ePATdcC,Unesco Sources,,,1997,,,,184,en,
eEs_AAAAMAAJ,Digest,,,1923,"Literature, Modern",3,2,1010,en,
e5-GY6i1f-0C,The Parliamentarian,,,2008,Commonwealth countries,,,270,en,
iByD4vOB8AYC,Monthly Book Circular,,,1889,American literature,,,482,en,
vgEfHvLtnJkC,McClure's Magazine,,,1912,American literature,,,940,en,
7pnerrmF5RwC,Research In Marketing,,,1990,,,,750,en,
2WTjLHxb69cC,Training for the Professions and Allied Occupations,"Bureau of Vocational Information (New York, N.Y.)",,1924,Professional education,,,764,en,
EjeJawe2EOAC,Canadian Journal of Botany,,,2000,Botany,,,836,en,
MMiGzjoHJY0C,Proceedings of the Royal Society of Canada,Royal Society of Canada,,1984,,,,474,en,
BQo5AAAAMAAJ,The American Historical Review,"John Franklin Jameson, Henry Eldridge Bourne, Robert Livingston Schuyler",,1899,History,,,842,en,"American Historical Review is the oldest scholarly journal of history in the United States and the largest in the world. Published by the American Historical Association, it covers all areas of historical research."
XeDRAAAAMAAJ,The Theosophical Path,"Katherine Augusta Westcott Tingley, Gottfried Purucker",,1922,California,,,652,en,
8Jg2VSUZjDIC,"Graduate School at the University of Colorado, Boulder",University of Colorado Boulder. Graduate School,,1965,Universities and colleges,,,144,en,
1rlNhVcwiXIC,Fiji National Bibliography,,,1982,Fiji,,,170,en,
2I6UTxitYX8C,University Register,"Northwestern University (Evanston, Ill.)",,1928,,,,828,en,
u0dMAAAAMAAJ,The American Cyclopaedia,"George Ripley, Charles Anderson Dana",,1883,Encyclopedias and dictionaries,,,896,en,
PTTQ6cEBBREC,United Nations Documents Index,,,1998,,,,500,en,
YbR4IbuBligC,Official Verbatim Report of the Parliamentary Debates,Zambia. National Assembly,,2010-03-23,Zambia,,,486,en,
xibGpZQaqmYC,"Annual Register of the New Mexico State School of Mines, Socorro, N.M.",New Mexico School of Mines,,1929,,,,872,en,
E_CgAAAAMAAJ,Southern Educational Review,,,1908,Education,,,102,en,
ktS_58MgUqkC,Annual Report of the State Board of Education Showing Condition of the Public Schools of Maryland,Maryland. State Board of Education,,1939,Education,,,392,en,
uCYvRdRNIq4C,Illinois Groundwater Protection Program,Illinois. Interagency Coordinating Committee on Groundwater,,2004,Groundwater,,,112,en,
O370xozp5yUC,The Journal of the Linnean Society of London,,,1917,Botany,,,674,en,
hRpP2cPWQmoC,Catalog Issue for the Sessions of ...,"New Mexico College of Agriculture and Mechanic Arts, New Mexico State University",,1930,,,,640,en,
th6_6oTrn0MC,Northwest Musical Herald,,,1928,Music,,,782,en,
ieBMAAAAMAAJ,The School of Mines Quarterly,,,1902,Chemistry,,,446,en,
PDTQAAAAMAAJ,Monthly Bulletin,St. Louis Public Library,,1924,,,,434,en,"""Teachers' bulletin"", vol. 4- issued as part of v. 23, no. 9-"
6pGMjd5OC8oC,"Folco Portinari and his descendants, Hospital of S. Maria Nuova, Ancient Florentine academy of painters, Antonello da Messina, The Pollaiuoli ; Note on two copies of an inedited manuscript by Antonio Filarete",Sir Charles Lock Eastlake,,1960,Painting,,,472,en,"Unabridged and unaltered republication of the first edition originally published in 1847, under title ""Materials for a history of oil painting."""
WTQy7WHvWHgC,Briefs Setting Forth the Position of the University of Oregon Regarding the Principal Recommendations of the Survey of Higher Education in Oregon,University of Oregon,,1931,"Education, Higher",,,300,en,
b5EjnMqlJ-AC,Research Memorandum,,,1947,Research,,,454,en,
EDzWAAAAMAAJ,The Living Age,,,1923,,,,814,en,
UhFOAAAAMAAJ,Harvard Alumni Directory,,,1919,,,,816,en,
6v5Si7D3WfwC,Monthly Checklist of State Publications,Library of Congress. Exchange and Gift Division,,1993,State government publications,,,790,en,
nG7VTXn0zEAC,Dental Roster,,,1927,,,,1142,en,
Rk5JCgAAQBAJ,McGraw-Hill Education ACT 2016 (ebook),Christopher Black,McGraw Hill Professional,2015-04-24,Study Aids,,,575,en,"This go-to study guide provides the concepts, study strategies, and practice you need to dramatically raise your ACT score McGraw-Hill Education: ACT focuses on the fundamental concepts tested on the exam as well as the reasoning and analytical skills necessary to overcome common traps. The book covers the foundations of each essential concept, introduces strategies developed by the authors, and includes review exercises in each chapter so you can increase your test-taking confidence. 6 full-len"
jBTQI6zq9IwC,National Education,,,1957,Education,,,508,en,
0dRxnHCWmM4C,Patent Office Library Series,Great Britain. Patent Office. Library,,1903,Technology,,,196,en,
bCKKObsKm4gC,"Organization and Members - National Academy of Sciences, National Academy of Engineering, National Research Council",National Academy of Sciences (U.S.),,1968,,,,490,en,
du46PUkecgQC,General Information,University of Michigan,,1952,,,,132,en,
9FoAAAAAMAAJ,Library of Health,,,1900,,,,214,en,
SlBqQ8ZsE5EC,Use of the Library by Graduate Students,Peyton Hurt,,1933,Academic libraries,,,318,en,
L0kFfML0x7EC,Ontario Tree Marking Guide,"H. W. Anderson, Ontario. Ministry of Natural Resources, Al Corlett",,2004,Forest management,,,286,en,
YhQj0qA95MUC,Vietnam Economic News,,,2007-08-28,Business enterprises,,,852,en,
MudKPJSvGcUC,Méthodes de programmation applicables à l'orientation et à la gestion de la R&D nationale,,,1988,Research,,,900,en,
2lc0d9rXYe8C,Education,,,1911,Education,,,754,en,
1TQ4AAAAMAAJ,"Calendar, for the Year ...",,,1912,,,,172,en,
7zpiKfMuEV8C,Teachers College Record,James Earl Russell,,1926,Education,,,530,en,
kUQVLVXvGhgC,The People's Year Book,,,1926,Cooperation,,,368,en,
KVL5DJ9W4h0C,An Empirical Comparison of Three Distributions of Item Difficulty with Respect to the Reliability and Validity of the Resulting Measures,Alfred John Reynolds,,1965,Testing,,,202,en,
0AmSIZVmT_8C,Library of Universal Literature: First principles,,,1900,Science,,,532,en,
3H7QAAAAMAAJ,A List of Serials in Public Libraries of Chicago and Evanston,Chicago Library Club,,1901,Chicago (Ill.),,,204,en,
JD3Upoii-x4C,California Cooperative Oceanic Fisheries Investigations Progress Report,,,2002,Fisheries,,,196,en,
SeLwTgXOW5MC,"European Yearbook / Annuaire Européen, Volume 61 (2013)",Council of Europe,Brill Nijhoff,2014-12-17,Business & Economics,,,1424,en,"The European Yearbook promotes the scientific study of nineteen European supranational organisations and the OECD. Each volume contains a detailed survey of the history, structure and yearly activities of each organisation and an up-to-date chart providing a clear overview of the member states of each organisation."
OtXNAAAAMAAJ,School and Home Education,,,1910,Education,,,390,en,
Yp_OAAAAMAAJ,Bulletin,University of Georgia,,1927,,,,48,en,
9DWro_onQPAC,New England Journal of Education,"Thomas Williams Bicknell, Albert Edward Winship, Anson Wood Belding",,1918,Education,,,26,en,
ekQdWN5yw1IC,Bulletin,"Georgia Normal and Agricultural College (Albany, Ga.)",,1954,,,,100,en,
S9hMIa1VKv4C,Research: a Record of Scholarship and Publication,University of North Carolina at Chapel Hill. Graduate School,,1973,Research,,,1166,en,
0cEh-WHgIQIC,Lists of Books for a High School Student's Reading,"Lakewood High School (Lakewood, Ohio)",,1927,Best books,,,46,en,
bZk4AAAAMAAJ,Catalogue,University of Wisconsin,,1904,,,,442,en,Some nos. include Announcement of courses.
1JLmYAWrx2gC,The Katha Sarit Sāgara,Somadeva Bhaṭṭa,,1968,Folk literature,,,710,en,
zBO8ZkdgKMYC,Directory of Community Legislation in Force and Other Acts of the Community Institutions,,,1980,Delegated legislation,,,878,en,"v.1. Analytical register, v.2. Chronological index ; Alphabetical index, v.3. Addendum, v.4. update."
DFXxpxGSPQ4C,Survey Research,,,1977,Market surveys,,,406,en,
1cviBLL0Tq8C,Management and Administration in Manufacturing Industries,,,1925,Business,,,616,en,
CyrQHy8eApkC,Catalog and Yearbook,University of Northern Colorado,,1925,,,,1020,en,
C-2vBYKpe20C,Journal of Education,,,1928,Education,,,808,en,
excyDl-2r7sC,Chemical Abstracts,,,1920,Chemistry,,,1520,en,
uPKfCD93TEsC,Efficiency in Higher Education,Unesco. Division of Scientific Research and Higher Education,,1985,"Education, Higher",,,156,en,
Rb6R5fzyzXwC,Geographic Distribution of Federal Funds in Texas,,,1976,"Economic assistance, Domestic",,,1242,en,Includes data for the executive branch of the federal government only.
Zi7U7kuCdtsC,Government Reports Announcements & Index,,,1991-12,Science,,,630,en,
A58HEmhs8GkC,Telephone Directory,"University of California, Los Angeles",,1988,,,,216,en,
YkF4CFOlDvIC,Statistics Canada Publications List,,,1990,Canada,,,104,en,
wItfAAAAMAAJ,Report of the Committee Appointed by the Prime Minister to Inquire Into the Position of Classics in the Educational System of the United Kingdom,Great Britain. Committee on Classics in the Education System of the United Kingdom,,1923,Classical education,,,346,en,
LztHZQuP4oMC,The Industrial Digest,,,1926,Business,,,960,en,
l8bOAAAAMAAJ,Annual Report of the President and of the Offices of Purdue University,Purdue University,,1924,,,,256,en,
_3OrWRHJrbQC,Report,Vermont. State Board of Agriculture,,1905,,,,360,en,
LdfOAAAAMAAJ,The Smithsonian Institution,Smithsonian Institution,,1901,Smithsonian Institution,,,1110,en,
tKLhOFexoREC,"Sessional Papers, British Columbia",British Columbia. Legislative Assembly,,1923,Administrative agencies,,,1260,en,Compilation of annual reports of various governmental agencies.
4o6c_EOCkPgC,Official Records,,,2001,,,,144,en,
sNgEMSPtO_oC,Annual Report of the Attorney General to the Governor of the State of Ohio,Ohio. Attorney General's Office,,1914,,,,1028,en,
W__9b_6vev8C,Proceedings of the ... Annual Convention of the Association of Southern Agricultural Workers,Association of Southern Agricultural Workers. Convention,,1927,Agriculture,,,220,en,
q6KP3W0Vt-MC,The Official Year Book of New South Wales,,,1913,New South Wales,,,1062,en,
3oIXAQAAMAAJ,"Religio medici, religio scientae, religio vitae; 1901",,,1902,Vitalism,,,232,en,
gkrMa9dZFDoC,Bulletin,,,1928,Special education,,,640,en,
K0zOAAAAMAAJ,The Place of Magic in the Intellectual History of Europe ...,Lynn Thorndike,,1905,Magic,,,122,en,
r05VcEUe9mIC,The Living Cell,,,1961,Cells,,,322,en,
mzcrAAAAMAAJ,The New International Encyclopaedia,"Daniel Coit Gilman, Harry Thurston Peck, Frank Moore Colby",,1906,Encyclopedias and dictionaries,,,962,en,
Y-jOAAAAMAAJ,Bulletin,"Victoria College (Toronto, Ont.)",,1915,,,,64,en,
xkI4AAAAMAAJ,Calendar,University of Cape Town,,1922,,,,416,en,
WSO2XNbjHsoC,Report,University of Minnesota. President,,1920,,,,308,en,
egroFGlX5i4C,Five Thousand Quotations for All Occasions,Lewis C. Henry,,1945,"Quotations, English",,,360,en,
WzEiAQAAMAAJ,Interim Report,New York (N.Y.). Board of Estimate and Apportionment. Committee on School Inquiry,,1912,Education,,,100,en,
o5A6b1NlZXwC,Choice,,,1964,Academic libraries,,,1032,en,
u-xBSAoYxBYC,Life Association News,,,1918,Life insurance,,,648,en,
9X_T1lA4PkYC,Journal of BANKING & FINANCE,,,2000,,,,1188,en,
bgGRsyUGKAkC,Journal of Industry,,,1962,Industries,,,1196,en,
rVlhZ--0IpEC,The Encyclopedia Americana,,,1924,Encyclopedias and dictionaries,,,642,en,
uSAqWYH45yEC,Encyclopedia of World Biography,,Gale,1998,Biography & Autobiography,,,560,en,Presents brief biographical sketches which provide vital statistics as well as information on the importance of the person listed.
uUZ_4S-BAGgC,American Monthly Review of Reviews,Albert Shaw,,1928,"Periodicals, English",,,1320,en,
7ulGRwKrXLAC,The World Almanac and Book of Facts 2004,William A. McGeveran,,2004,Reference,,,1012,en,B & T Local 12-13-2003 $15.95.
kedtDUF_oe0C,Truth,,,1927,,,,1428,en,
1pdYAAAAMAAJ,A Short History of Freethought,John Mackinnon Robertson,,1915,Free thought,,,556,en,
rx9XTiHBrRsC,Radio News,,,1923,Electronics,,,1066,en,"Some issues, 1943-July 1948, include separately paged and numbered section called Radio-electronic engineering edition (called Radionics edition in 1943)."
qGdoVeLHvuQC,NATO Review,North Atlantic Treaty Organization. Information Service,,1996,,,,,en,
ESHKAAAAMAAJ,The Animal's Defender and Zoophilist,,,1919,Vivisection,,,362,en,
v1yagUgcK44C,Journal of the American Medical Association,American Medical Association,,1912,Electronic journals,,,2434,en,
xHLJBAAAQBAJ,Disability History,"Elsbeth Bösl, Anne Klein, Anne Waldschmidt",transcript Verlag,2014-03-15,Social Science,,,259,de,"Hat Behinderung eine Geschichte? Die internationale Disability History füllt die Leerstelle zwischen Historiografie und Disability Studies; sie geht davon aus, dass Phänomene verkörperter Differenz kontingent sind. Dieses Buch führt in den deutschsprachigen Diskurs der neuen geschichtswissenschaftlichen Teildisziplin ein. Erörtert werden konzeptionelle Grundlagen und methodische Fragen der Disability History. Exemplarische Fallstudien umreißen das Forschungsfeld und befassen sich mit wissenschaf"
TGbeDAAAQBAJ,Doing History,"Sarah Willner, Georg Koch, Stefanie Samida",Waxmann Verlag,2016,History,,,272,de,"Doing History - körperbezogene und emotionale Performanzen spielen in der populären Geschichtskultur eine herausragende Rolle. Dennoch wurde die Inszenierung einer 'lebendigen' Vergangenheit bisher nur im Kontext von Schulen, Gedenkstätten und Museen einer kritischen Beurteilung unterzogen. Dieser Band schließt nun auch Formen außerhalb der traditionellen Bildungsorte mit ein und nimmt die dort hergestellten, aufgeführten und ausgehandelten Geschichtserfahrungen in ihrer Bedeutung für die versch"
x5eDEAAAQBAJ,Digital History,"Karoline Dominika Döring, Stefan Haas, Mareike König, Jörg Wettlaufer",Walter de Gruyter GmbH & Co KG,2022-09-06,History,,,370,de,"Die historische Forschung und Lehre haben sich in den letzten Jahrzehnten tiefgreifend verändert durch die Digitalisierung von Quellen, Methoden, Werkzeugen, Forschungsumgebungen und Publikationsinfrastrukturen. Massendigitalisierungsprojekte ermöglichen einen zeit- und ortsunabhängigen Zugang zu Quellen und Literatur. Kommerzielle und Open-Source-Programme stehen bereit, um mittels qualitativer und/oder quantitativer Datenanalyse verschiedene methodische Verfahren zur Erforschung und Interpreta"
bZ6dCgAAQBAJ,Hosea and Salvation History,Dwight R. Daniels,Walter de Gruyter GmbH & Co KG,2014-12-10,Religion,,,160,de,"In der Reihe Beihefte zur Zeitschrift für die alttestamentliche Wissenschaft (BZAW) erscheinen Arbeiten zu sämtlichen Gebieten der alttestamentlichen Wissenschaft. Im Zentrum steht die Hebräische Bibel, ihr Vor- und Nachleben im antiken Judentum sowie ihre vielfache Verzweigung in die benachbarten Kulturen der altorientalischen und hellenistisch-römischen Welt."
mISIEAAAQBAJ,"Jahrbuch für Wirtschaftsgeschichte / Economic History Yearbook. 1973, Teil 2","Dieter Ziegler, Toni Pierenkemper, Werner Plumpe, Reinhard Spree, Carsten Burhop, Josef Ehmer, Rainer Fremdling, Peter Hertner, Alexander Nützenadel, Reinhold Reith, Bertram Schefold, Moritz Schularick, Jochen Streb, Hans-Michael Trautwein",Walter de Gruyter GmbH & Co KG,2022-10-03,Technology & Engineering,,,308,de,"Keine ausführliche Beschreibung für ""JB. F. WIRTSCHAFTSGESCH. 1973/2 JBW E-BOOK"" verfügbar."
ZQRO7zsFl6UC,History/Herstory,"Annette Kreutziger-Herr, Katrin Losleben",Böhlau Verlag Köln Weimar,2009,Music,,,452,de,Mit dem Begriff >GeschichtehistorystoriesHistoryHerstory
LFp4DwAAQBAJ,Holocaust Oral History und das lange Ende der Zeitzeugenschaft,Jan Taubitz,Wallstein Verlag,2016-01-04,History,,,333,de,"Wie überlebt man das Überleben? Zeitzeugeninterviews des Holocaust in ihrem historischen, institutionellen und medialen Kontext. Mehr als 70 Jahre nach Kriegsende wird eindringlicher denn je das Ende der Zeitzeugenschaft beschworen. Die Erinnerung an Krieg und Holocaust, so die Sorge, werde ohne die direkten Augenzeugen verblassen, sich in den endlosen Lauf der »kalten Geschichte"" einreihen. Jan Taubitz zeigt, wie bereits vor mehr als 35 Jahren etliche Oral History Archive dieser Entwicklung mit"
kO_RV1OXGhwC,Gepredigte Religions-History,Gelasius Hieber,,1733,,,,620,de,
PkdMAAAAcAAJ,"History von Hohenburg; oder, St. Odilien Berg",Dionysius Albrecht,,1751,,,,572,de,
CC5AAAAAcAAJ,"Außerlesenes Gar anmuthiges, und sehr nutzliches History-Buch",Martin (von Cochem),,1732,,,,858,de,
-xwDDgAAQBAJ,Visual History und Geschichtsdidaktik,Christoph Hamann,Springer-Verlag,2017-01-27,Education,,,260,de,"„der fotografie-unkundige wird der analfabet der zukunft sein.“ (Lázló Moholy-Nagy, 1928). Geschichte ist mehr denn je visualisierte Geschichte: das Lagertor von Auschwitz-Birkenau (1945), der Atompilz von Hiroshima (1945), der landende „Rosinenbomber“ in Berlin (1948), die Steinewerfer vom Potsdamer Platz (1953) die gescheiterte Flucht Peter Fechters (1962), das Napalm Girl (1972), die Anschläge vom 11. September 2001 – diese Fotografien haben sich tief im kollektiven Gedächtnis eingegraben. De"
